Team,Opo Team,Score,Players
Syracuse,@Georgia Tech,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $17', 'Stats': ''}, {'Player': 'Bobby Dodd Stadium, Atlanta, GA', 'Stats': ''}]"
NC State,@Virginia Tech,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $38', 'Stats': ''}, {'Player': 'Lane Stadium, Blacksburg, VA', 'Stats': ''}]"
Baylor,@TCU,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $18', 'Stats': ''}, {'Player': 'Amon G. Carter Stadium, Fort Worth, TX', 'Stats': ''}]"
UCF,@Texas Tech,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $9', 'Stats': ''}, {'Player': 'Jones AT&T Stadium, Lubbock, TX', 'Stats': ''}]"
Cincinnati,@West Virginia,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $31', 'Stats': ''}, {'Player': 'Milan Puskar Stadium, Morgantown, WV', 'Stats': ''}]"
North Texas,@Tulsa,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $2', 'Stats': ''}, {'Player': 'Chapman Stadium, Tulsa, OK', 'Stats': ''}]"
Temple,@UAB,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $21', 'Stats': ''}, {'Player': 'Protective Stadium, Birmingham, AL', 'Stats': ''}]"
Rice,@Charlotte,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $7', 'Stats': ''}, {'Player': 'Jerry Richardson Stadium, Charlotte, NC', 'Stats': ''}]"
SMU,@Memphis,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $16', 'Stats': ''}, {'Player': 'Simmons Bank Liberty Stadium, Memphis, TN', 'Stats': ''}]"
Old Dominion,@Georgia Southern,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $10', 'Stats': ''}, {'Player': 'Allen E. Paulson Stadium, Statesboro, GA', 'Stats': ''}]"
Appalachian State,@James Madison,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $42', 'Stats': ''}, {'Player': 'Bridgeforth Stadium/Zane Showker Field, Harrisonburg, VA', 'Stats': ''}]"
Kent State,@Ball State,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $17', 'Stats': ''}, {'Player': 'Scheumann Stadium, Muncie, IN', 'Stats': ''}]"
New Mexico,@Fresno State,TBD,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $30', 'Stats': ''}, {'Player': 'Bulldog Stadium (CA), Fresno, CA', 'Stats': ''}]"
Chattanooga,@8Alabama,12:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $9', 'Stats': ''}, {'Player': 'Bryant-Denny Stadium, Tuscaloosa, AL', 'Stats': ''}]"
Coastal Carolina,@Army,12:00 PM,"[{'Player': 'CBSSN', 'Stats': ''}, {'Player': 'Tickets as low as $20', 'Stats': ''}, {'Player': 'Michie Stadium, West Point, NY', 'Stats': ''}]"
Southern Miss,@Mississippi State,12:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $5', 'Stats': ''}, {'Player': 'Davis Wade Stadium, Starkville, MS', 'Stats': ''}]"
Abilene Christian,@Texas A&M,12:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $46', 'Stats': ''}, {'Player': 'Kyle Field, College Station, TX', 'Stats': ''}]"
Sacred Heart,@UConn,12:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $5', 'Stats': ''}, {'Player': 'Pratt & Whitney Stadium, East Hartford, CT', 'Stats': ''}]"
East Carolina,@Navy,12:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $25', 'Stats': ''}, {'Player': 'Navy-Marine Corps Memorial Stadium, Annapolis, MD', 'Stats': ''}]"
Massachusetts,@Liberty,1:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $15', 'Stats': ''}, {'Player': 'Williams Stadium (VA), Lynchburg, VA', 'Stats': ''}]"
Louisiana Tech,@Jacksonville State,2:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $16', 'Stats': ''}, {'Player': 'Burgess-Snow Field, Jacksonville, AL', 'Stats': ''}]"
UTEP,@Middle Tennessee,2:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $16', 'Stats': ''}, {'Player': 'Johnny ""Red"" Floyd Stadium, Murfreesboro, TN', 'Stats': ''}]"
Hawai'i,@Wyoming,2:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $14', 'Stats': ''}, {'Player': 'Jonah Field at War Memorial Stadium, Laramie, WY', 'Stats': ''}]"
Texas State,@Arkansas State,3:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $21', 'Stats': ''}, {'Player': 'Centennial Bank Stadium, Jonesboro, AR', 'Stats': ''}]"
Nevada,@Colorado State,3:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $15', 'Stats': ''}, {'Player': 'Canvas Stadium, Fort Collins, CO', 'Stats': ''}]"
Wake Forest,@15Notre Dame,3:30 PM,"[{'Player': 'NBC', 'Stats': ''}, {'Player': 'Tickets as low as $41', 'Stats': ''}, {'Player': 'Notre Dame Stadium, Notre Dame, IN', 'Stats': ''}]"
UNLV,@25Air Force,3:30 PM,"[{'Player': 'CBSSN', 'Stats': ''}, {'Player': 'Tickets as low as $17', 'Stats': ''}, {'Player': 'Falcon Stadium, USAF Academy, CO', 'Stats': ''}]"
Sam Houston,@Western Kentucky,3:30 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $7', 'Stats': ''}, {'Player': 'Houchens Industries-L.T. Smith Stadium, Bowling Green, KY', 'Stats': ''}]"
Louisiana,@Troy,3:30 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $15', 'Stats': ''}, {'Player': 'Veterans Memorial Stadium (AL), Troy, AL', 'Stats': ''}]"
Marshall,@South Alabama,5:00 PM,"[{'Player': '', 'Stats': ''}, {'Player': 'Tickets as low as $16', 'Stats': ''}, {'Player': 'Hancock Whitney Stadium, Mobile, AL', 'Stats': ''}]"
Boise State,@Utah State,7:00 PM,"[{'Player': 'CBSSN', 'Stats': ''}, {'Player': 'Tickets as low as $29', 'Stats': ''}, {'Player': 'Maverik Stadium, Logan, UT', 'Stats': ''}]"
San Diego State,@San José State,10:30 PM,"[{'Player': 'CBSSN', 'Stats': ''}, {'Player': 'Tickets as low as $26', 'Stats': ''}, {'Player': 'CEFCU Stadium, San Jose, CA', 'Stats': ''}]"
